audiobook_id,title,author,narrator,summary,audiobook_link,length,release_date,price 
/pd/Magpie,Magpie Murders,Anthony Horowitz,"Samantha Bond, Allan Corduner",,/pd/Magpie-Murders-Audiobook/B06Y5R9X2S, 15 hrs and 48 mins,06-06-17,$26.44
/pd/The-Lo,The Lost Apothecary,Sarah Penner,"Lorna Bennett, Lauren Anthony, Lauren Irwin","Hidden in the depths of eighteenth-century London, a secret apothecary shop caters to an unusual kind of clientele. Women across the city whisper of a mysterious figure named Nella who sells well-disguised poisons to use against the oppressive men in their lives. But the apothecary’s fate is jeopardized when her newest patron, a precocious 12-year-old, makes a fatal mistake, sparking a string of consequences that echo through the centuries.",/pd/The-Lost-Apothecary-Audiobook/1488210764, 10 hrs and 18 mins,03-02-21,$20.44
/pd/Hester,Hester,Laurie Lico Albanese,Saskia Maarleveld,"Isobel Gamble is a young seamstress carrying generations of secrets when she sets sail from Scotland in the early 1800s with her husband, Edward. An apothecary who has fallen under the spell of opium, his pile of debts have forced them to flee for the New World. But only days after they've arrived in Salem, Edward abruptly joins a departing ship as a medic, leaving Isobel penniless and alone. When she meets a young Nathaniel Hawthorne, the two are instantly drawn to each other: he is a man haunted by his ancestors, while she is a gifted needleworker, troubled by her strange talents.",/pd/Hester-Audiobook/B09Q7QT8MB, 9 hrs and 52 mins,10-04-22,$25.51
/pd/The-5-,The 5 Love Languages of Children,"Gary Chapman, Ross Campbell",Chris Fabry,,/pd/The-5-Love-Languages-of-Children-Audiobook/B01GQO98WE, 5 hrs and 48 mins,12-27-15,$24.49
/pd/The-Bl,The Bluest Eye,Toni Morrison,Toni Morrison,,/pd/The-Bluest-Eye-Audiobook/B005CKGBE2, 7 hrs and 6 mins,07-19-11,$12.99
/pd/Master,Master Your Emotions: A Practical Guide to Overcome Negativity and Better Manage Your Feelings,Thibaut Meurisse,Joshua Alexander,"Master Your Emotions is the how-to manual your parents should have given you at birth. By listening to it, you’ll learn a step-by-step process to deal with negative emotions so you can live a happier, more fulfilling life. With pragmatic exercises and personal examples, you’ll explore techniques that counteract draining spirals of negativity and provide immediate relief.",/pd/Master-Your-Emotions-A-Practical-Guide-to-Overcome-Negativity-and-Better-Manage-Your-Feelings-Audiobook/B07YLDCG1B, 3 hrs and 54 mins,10-01-19,$14.95
/pd/Sierra,Sierra Six,Mark Greaney,Jay Snyder,"Before he was the Gray Man, Court Gentry was Sierra Six, the junior member of a CIA action team. In their first mission, they took out a terrorist leader, at a terrible price. Years have passed. The Gray Man is on a simple mission when he sees a ghost: the long-dead terrorist, but he's remarkably energetic for a dead man. A decade of time hasn't changed the Gray Man. He isn't one to leave a job unfinished or a blood debt unpaid.",/pd/Sierra-Six-Audiobook/B09B46TC3F, 15 hrs and 58 mins,02-15-22,$34.95
/pd/I-Know,I Know Why the Caged Bird Sings,Maya Angelou,Maya Angelou,,/pd/I-Know-Why-the-Caged-Bird-Sings-Audiobook/B004EC2RSS, 10 hrs and 11 mins,01-04-11,$16.72
/pd/Buy-Re,"Buy, Rehab, Rent, Refinance, Repeat",David M Greene,Clifford Ponder,"Buy, Rehab, Rent, Refinance, Repeat is the first book about the incredible strategy that's sweeping the nation. BRRRR real estate investing has long been a hidden secret of those with decades of experience, but this audiobook will tear down the barriers, reveal the truth, and make financial freedom more attainable than ever. This audiobook will teach you an easy-to-follow plan that will grow your wealth quickly without letting a lack of cash get in the way of pulling it all off!",/pd/Buy-Rehab-Rent-Refinance-Repeat-Audiobook/B07S3XQS32, 13 hrs and 38 mins,05-21-19,$24.95
/pd/Pretty,Pretty Things,Janelle Brown,"Julia Whelan, Lauren Fortgang, Hillary Huber","Nina once bought into the idea that her fancy liberal arts degree would lead to a fulfilling career. When that dream crashed, she turned to stealing from rich kids in LA alongside her wily Irish boyfriend, Lachlan. Nina learned from the best: Her mother was the original con artist, hustling to give her daughter a decent childhood despite their wayward life. But when her mom gets sick, Nina puts everything on the line to help her, even if it means running her most audacious, dangerous scam yet.",/pd/Pretty-Things-Audiobook/059321000X, 16 hrs and 6 mins,04-21-20,$16.95
/pd/Cleani,Cleaning Up Your Mental Mess,Dr. Caroline Leaf,Caroline Leaf,"A best-selling author and neuroscientist offers five proven steps to help you overcome the unhealthy thinking habits that contribute to anxiety, depression, and intrusive thoughts and replace them with positive thinking that leads to health, happiness, and success.",/pd/Cleaning-Up-Your-Mental-Mess-Audiobook/1705034047, 8 hrs and 4 mins,03-02-21,$24.49
/pd/Dragon,Dragonfly in Amber,Diana Gabaldon,Davina Porter,,/pd/Dragonfly-in-Amber-Audiobook/B002V1CN0G, 38 hrs and 54 mins,10-26-06,$41.99
/pd/Sea-of,Sea of Tranquility,Emily St. John Mandel,"John Lee, Dylan Moore, Arthur Morey, and others","Edwin St. Andrew is eighteen years old when he crosses the Atlantic by steamship, exiled from polite society following an ill-conceived diatribe at a dinner party. He enters the forest, spellbound by the beauty of the Canadian wilderness, and suddenly hears the notes of a violin echoing in an airship terminal—an experience that shocks him to his core. Two centuries later a famous writer named Olive Llewellyn is on a book tour. She’s traveling all over Earth, but her home is the second moon colony, a place of white stone, spired towers, and artificial beauty.",/pd/Sea-of-Tranquility-Audiobook/0593551990, 5 hrs and 47 mins,04-05-22,$16.72
/pd/The-Wi,The Wife Before,Shanora Williams,Tracey Conyer Lee,,/pd/The-Wife-Before-Audiobook/B0B3Z6W245, 10 hrs and 6 mins,06-28-22,$27.99
/pd/Zero-H,Zero Hour,Craig Alanson,R.C. Bray,,/pd/Zero-Hour-Audiobook/B078RV7BWR, 17 hrs and 20 mins,02-06-18,$44.99
/pd/The-Le,The Lean Startup,Eric Ries,Eric Ries,,/pd/The-Lean-Startup-Audiobook/B005LXV0HI, 8 hrs and 38 mins,09-13-11,$18.49
/pd/The-Pr,The Primal Hunter 2,Zogarth,Travis Baldree,,/pd/The-Primal-Hunter-2-Audiobook/B09V5RZFDG, 19 hrs and 25 mins,06-14-22,$24.95
/pd/Clive-,Clive Cussler&apos;s Hellburner,Mike Maden,Scott Brick,"When Juan Cabrillo fails to capture the leader of Mexico’s most dangerous drug cartel and loses an Oregon crew member in the process, he’s determined to get revenge. Little does he know that the explosion he just narrowly escaped was merely the latest flash of violence from a machine of war that has existed for decades, dating from the bloodiest episode in Armenia’s history.",/pd/Clive-Cusslers-Hellburner-Audiobook/B09SNG58LK, 12 hrs and 52 mins,09-06-22,$20.90
/pd/Pachin,Pachinko,Min Jin Lee,Allison Hiroto,"A New York Times Top 10 Book of the Year and National Book Award finalist, Pachinko is an extraordinary epic of four generations of a poor Korean immigrant family as they fight to control their destiny in 20th-century Japan (San Francisco Chronicle). In the early 1900s, teenaged Sunja, the adored daughter of a crippled fisherman, falls for a wealthy stranger at the seashore near her home in Korea. He promises her the world, but when she discovers she is pregnant - and that her lover is married - she refuses to be bought.",/pd/Pachinko-Audiobook/B01MT38CK9, 18 hrs and 16 mins,02-07-17,$23.90
/pd/The-Fo,The Fourth Turning,"William Strauss, Neil Howe","William Strauss, Neil Howe","William Strauss and Neil Howe will change the way you see the world - and your place in it. With blazing originality, The Fourth Turning illuminates the past, explains the present, and reimagines the future. Most remarkably, it offers an utterly persuasive prophecy about how America’s past will predict its future.",/pd/The-Fourth-Turning-Audiobook/B002UZN3YI, 6 hrs and 1 min,12-07-01,$12.99
/pd/Unsoul,Unsouled,Will Wight,Travis Baldree,"Sacred artists follow a thousand Paths to power, using their souls to control the forces of the natural world. Lindon is Unsouled, forbidden to learn the sacred arts of his clan. When faced with a looming fate he cannot ignore, he must rise beyond anything he's ever known...and forge his own Path.",/pd/Unsouled-Audiobook/B07XTNWRFF, 8 hrs and 45 mins,09-25-19,$19.95
/pd/Vander,Vanderbilt,"Anderson Cooper, Katherine Howe",Anderson Cooper,"New York Times best-selling author and journalist Anderson Cooper teams with New York Times best-selling historian and novelist Katherine Howe to chronicle the rise and fall of a legendary American dynasty - his mother’s family, the Vanderbilts.",/pd/Vanderbilt-Audiobook/0062964658, 8 hrs and 50 mins,09-21-21,$24.90
/pd/Path-o,Path of Deceit,"Tessa Gratton, Justina Ireland",Erin Yvette,"The #1 New York Times best-selling series continues...for life and light! A provocative and thrilling young adult adventure set in the world of the High Republic, 150 years before the storytelling of Phase I. Meet mysterious cult members, daring explorers, Jedi peacekeepers and more!",/pd/Path-of-Deceit-Audiobook/B0BFT64SHY, 8 hrs and 10 mins,10-04-22,$24.50
/pd/Down-a,Down and Out in Paradise,Charles Leerhsen,Vikas Adam,"Anthony Bourdain’s death by suicide in June 2018 shocked people around the world. Bourdain seemed to have it all: an irresistible personality, a dream job, a beautiful family, and international fame. The reality, though, was more complicated than it seemed. Down and Out in Paradise is the first book to tell the true and full Bourdain story, relating the highs and lows of an extraordinary life. Leerhsen shows how Bourdain’s never-before-reported childhood traumas fueled both his creativity and the insecurities that would lead him to a place of despair.",/pd/Down-and-Out-in-Paradise-Audiobook/B09PZFB77B, 8 hrs and 40 mins,10-11-22,$18.89
/pd/Lifesp,Lifespan,"David A. Sinclair PhD, Matthew D. LaPlante",David A. Sinclair PhD,"From an acclaimed Harvard professor and one of Time’s most influential people, this paradigm-shifting audiobook shows how almost everything we think we know about aging is wrong, offers a front-row seat to the amazing global effort to slow, stop, and reverse aging, and calls listeners to consider a future where aging can be treated.",/pd/Lifespan-Audiobook/1508296057, 11 hrs and 55 mins,09-10-19,$18.49
/pd/Endura,Endurance,Alfred Lansing,Simon Prebble,,/pd/Endurance-Audiobook/B002V9ZA6C, 10 hrs and 20 mins,04-08-08,$24.95
/pd/The-Fa,The Family Upstairs,Lisa Jewell,"Tamaryn Payne, Bea Holland, Dom Thornburn","Gifted musician Clemency Thompson is playing for tourists on the streets of Southern France when she receives an urgent text message. Her childhood friend, Lucy, is demanding her immediate return to London. It’s happening, says the message. The baby is back. Libby Jones was only six months old when she became an orphan. Now 25, she’s astounded to learn of an inheritance that will change her life. A gorgeous, dilapidated townhouse in one of London’s poshest neighborhoods has been held in a trust for her all these years. Now, it’s hers.",/pd/The-Family-Upstairs-Audiobook/1508287694, 9 hrs and 36 mins,11-05-19,$14.95
/pd/Comple,Complex PTSD,Pete Walker,Paul Brion,"The causes of Complex Post-Traumatic Stress Disorder range from severe neglect to monstrous abuse. Many survivors grew up in houses that were not homes-in families that were as loveless as orphanages and sometimes as dangerous. If you felt unwanted, unliked, rejected, hated, and/or despised for a lengthy portion of your childhood, trauma may be deeply engrained in your mind, soul, and body. This book is a practical guide to recovering from lingering childhood trauma. It is copiously illustrated with examples of the author's and his clients' journeys of recovering.",/pd/Complex-PTSD-Audiobook/B07MCYF4FF, 10 hrs and 28 mins,12-28-18,$17.49
/pd/Scream,Scream for Us,Molly Doyle,Jaclyn Kelso & vo.Eros,"After wandering into an alluring Halloween party that is said to go down in history, Quinn finds herself captivated by three masked men. As she immerses herself in a night of both pleasure and pain, she finally has the perfect opportunity to bring her darkest fantasies to life. Or death.",/pd/Scream-for-Us-Audiobook/B09SBV3B7P, 2 hrs and 16 mins,02-14-22,$6.95
